Location,Household Type,TimeFrame,DataFormat,Data,Fips
Stuyvesant Town and Turtle Bay (CD6),All Households,2014,Dollars,118643.1402,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2013,Dollars,164066.98467,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2013,Dollars,231198.12613,106
Stuyvesant Town and Turtle Bay (CD6),Families,2013,Dollars,172910.0629,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2013,Dollars,123003.00713,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2012,Dollars,164240.19856,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2012,Dollars,169649.10248,106
Stuyvesant Town and Turtle Bay (CD6),Families,2012,Dollars,168292.82619,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2012,Dollars,106962.98435,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2011,Dollars,170295.12978,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2011,Dollars,264102.58906,106
Stuyvesant Town and Turtle Bay (CD6),Families,2011,Dollars,197612.91353,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2010,Dollars,171683.59619,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2011,Dollars,119824.90188,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2010,Dollars,182793.74119,106
Stuyvesant Town and Turtle Bay (CD6),Families,2010,Dollars,174139.84234,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2010,Dollars,110579.61904,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2009,Dollars,183194.64911,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2009,Dollars,171862.93226,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2009,Dollars,121822.43599,106
Stuyvesant Town and Turtle Bay (CD6),Families,2009,Dollars,182189.96361,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2008,Dollars,188618.01256,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2008,Dollars,212809.85393,106
Stuyvesant Town and Turtle Bay (CD6),Families,2008,Dollars,194790.56448,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2008,Dollars,133682.42444,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2007,Dollars,172840.53879,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2007,Dollars,150086.39762,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2007,Dollars,124841.22797,106
Stuyvesant Town and Turtle Bay (CD6),Families,2007,Dollars,166459.69336,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2006,Dollars,177290.31211,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2006,Dollars,177397.59142,106
Stuyvesant Town and Turtle Bay (CD6),Families,2006,Dollars,177326.07188,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2006,Dollars,118820.44106,106
Stuyvesant Town and Turtle Bay (CD6),Families without Children,2005,Dollars,195041.82218,106
Stuyvesant Town and Turtle Bay (CD6),Families,2005,Dollars,194127.94585,106
Stuyvesant Town and Turtle Bay (CD6),Families with Children,2005,Dollars,191615.81664,106
Stuyvesant Town and Turtle Bay (CD6),All Households,2005,Dollars,118368.28537,106
Upper West Side,All Households,2005,Dollars,115581.30614,107
Upper West Side,Families with Children,2005,Dollars,274850.02351,107
Upper West Side,Families,2005,Dollars,215107.24815,107
Upper West Side,Families without Children,2005,Dollars,183495.37269,107
Upper West Side,All Households,2006,Dollars,120037.59764,107
Upper West Side,Families,2006,Dollars,223159.50014,107
Upper West Side,Families with Children,2006,Dollars,264887.17716,107
Upper West Side,Families without Children,2006,Dollars,166176.97059,107
Upper West Side,All Households,2007,Dollars,111811.62918,107
Upper West Side,Families with Children,2007,Dollars,248192.21811,107
Upper West Side,Families,2007,Dollars,206625.27348,107
Upper West Side,Families without Children,2007,Dollars,170677.95512,107
Upper West Side,All Households,2008,Dollars,127698.30953,107
Upper West Side,Families,2008,Dollars,197186.93782,107
Upper West Side,Families with Children,2008,Dollars,235608.25317,107
Upper West Side,Families without Children,2008,Dollars,161029.34607,107
Upper West Side,All Households,2009,Dollars,130542.46426,107
Upper West Side,Families,2009,Dollars,223275.92272,107
Upper West Side,Families with Children,2009,Dollars,248565.85608,107
Upper West Side,Families without Children,2009,Dollars,198583.36991,107
Upper West Side,All Households,2010,Dollars,109221.64501,107
Upper West Side,Families,2010,Dollars,171325.59589,107
Upper West Side,Families with Children,2010,Dollars,212700.72244,107
Upper West Side,All Households,2011,Dollars,108747.22257,107
Upper West Side,Families without Children,2010,Dollars,141775.40138,107
Upper West Side,Families,2011,Dollars,166828.34007,107
Upper West Side,Families with Children,2011,Dollars,213725.5798,107
Upper West Side,Families without Children,2011,Dollars,140100.54777,107
Upper West Side,All Households,2012,Dollars,106254.75816,107
Upper West Side,Families,2012,Dollars,175447.99369,107
Upper West Side,Families without Children,2012,Dollars,153333.28385,107
Upper West Side,Families with Children,2012,Dollars,204989.82063,107
Upper West Side,All Households,2013,Dollars,112983.12802,107
Upper West Side,Families,2013,Dollars,206164.36183,107
Upper West Side,Families with Children,2013,Dollars,217251.78372,107
Upper West Side,Families without Children,2013,Dollars,188857.19444,107
Upper West Side,All Households,2014,Dollars,119267.66646,107
Upper West Side,Families with Children,2014,Dollars,278137.71109,107
Upper West Side,Families,2014,Dollars,193549.2239,107
Upper West Side,Families without Children,2014,Dollars,156632.53329,107
Upper West Side,All Households,2015,Dollars,113349.05402,107
Upper West Side,Families,2015,Dollars,178543.35449,107
Upper West Side,Families with Children,2015,Dollars,241959.547,107
Upper West Side,Families without Children,2015,Dollars,153913.47414,107
Upper West Side,Families,2016,Dollars,205256.38414,107
Upper West Side,All Households,2016,Dollars,123496.11683,107
Upper West Side,Families with Children,2016,Dollars,257509.4369,107
Upper West Side,Families without Children,2016,Dollars,172857.9376,107
Upper West Side,Families,2017,Dollars,200845.64543,107
Upper West Side,All Households,2017,Dollars,134867.37629,107
Upper West Side,All Households,2018,Dollars,130130.11963,107
Upper West Side,Families without Children,2017,Dollars,181027.12757,107
Upper West Side,Families with Children,2017,Dollars,267363.84564,107
Upper West Side,Families without Children,2019,Dollars,248138.72826,107
Upper West Side,Families with Children,2019,Dollars,262708.48242,107
Upper West Side,Families,2019,Dollars,254769.46383,107
Upper West Side,All Households,2019,Dollars,143685.20263,107
Upper West Side,Families without Children,2018,Dollars,225288.47729,107
Upper West Side,Families with Children,2018,Dollars,267050.77932,107
Upper West Side,Families,2018,Dollars,242258.95234,107
Upper West Side,All Households,2021,Dollars,113828,107
Upper West Side,Families with Children,2021,Dollars,250001,107
Upper West Side,Families,2021,Dollars,224115,107
Upper West Side,Families without Children,2021,Dollars,188806,107
Upper East Side (CD8),Families without Children,2021,Dollars,164161,108
Upper East Side (CD8),Families,2021,Dollars,194738,108
Upper East Side (CD8),Families with Children,2021,Dollars,250001,108
Upper East Side (CD8),All Households,2021,Dollars,130527,108
Upper East Side (CD8),Families,2018,Dollars,227964.3154,108
Upper East Side (CD8),Families with Children,2018,Dollars,267050.77932,108
Upper East Side (CD8),Families without Children,2018,Dollars,185651.89097,108
Upper East Side (CD8),All Households,2019,Dollars,141088.60238,108
Upper East Side (CD8),Families,2019,Dollars,237402.40095,108
Upper East Side (CD8),Families with Children,2019,Dollars,262708.48242,108
Upper East Side (CD8),Families without Children,2019,Dollars,189011.69205,108
Upper East Side (CD8),Families with Children,2017,Dollars,220978.76023,108
Upper East Side (CD8),Families without Children,2017,Dollars,244101.09012,108
Upper East Side (CD8),All Households,2018,Dollars,129997.66297,108
Upper East Side (CD8),All Households,2017,Dollars,142981.58217,108
Upper East Side (CD8),Families,2017,Dollars,227539.57574,108
Upper East Side (CD8),Families without Children,2016,Dollars,219991.12348,108
Upper East Side (CD8),Families with Children,2016,Dollars,251188.68211,108
Upper East Side (CD8),All Households,2016,Dollars,129823.53089,108
Upper East Side (CD8),Families,2016,Dollars,224395.11909,108
Upper East Side (CD8),Families without Children,2015,Dollars,215655.8893,108
Upper East Side (CD8),Families with Children,2015,Dollars,258642.35049,108
Upper East Side (CD8),Families,2015,Dollars,226151.77455,108
Upper East Side (CD8),All Households,2015,Dollars,114935.32825,108
Upper East Side (CD8),Families without Children,2014,Dollars,182662.69784,108
Upper East Side (CD8),Families,2014,Dollars,211238.14387,108
Upper East Side (CD8),Families with Children,2014,Dollars,248616.48969,108
Upper East Side (CD8),All Households,2014,Dollars,129440.92962,108
