Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Period Type
336750,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,central harlem (cd10),Winter 2014-15,2014-12-01,26.84,,Seasonal
165890,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,bay ridge and dyker heights (cd10),Winter 2010-11,2010-12-01,29.44,,Seasonal
166657,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,bay ridge and dyker heights (cd10),Summer 2009,2009-06-01,20.38,,Seasonal
336822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,bay ridge and dyker heights (cd10),Winter 2014-15,2014-12-01,25.17,,Seasonal
549924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,bensonhurst - bay ridge,Winter 2016-17,2016-12-01,23.78,,Seasonal
602865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,bensonhurst - bay ridge,Summer 2018,2018-06-01,11.47,,Seasonal
667383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,bensonhurst - bay ridge,Summer 2020,2020-06-01,9.8,,Seasonal
171607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,williamsburg - bushwick,Winter 2009-10,2009-12-01,28.63,,Seasonal
602871,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,williamsburg - bushwick,Summer 2018,2018-06-01,15.84,,Seasonal
549897,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,pelham - throgs neck,Winter 2016-17,2016-12-01,25.91,,Seasonal
667437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,flushing - clearview,Summer 2020,2020-06-01,11.03,,Seasonal
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Winter 2009-10,2009-12-01,28.09,,Seasonal
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Winter 2011-12,2011-12-01,23.5,,Seasonal
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,lower manhattan,Summer 2020,2020-06-01,16.58,,Seasonal
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,lower manhattan,Summer 2017,2017-06-01,22.95,,Seasonal
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,lower manhattan,Winter 2016-17,2016-12-01,30.24,,Seasonal
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Summer 2017,2017-06-01,13.77,,Seasonal
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Winter 2016-17,2016-12-01,25.04,,Seasonal
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,bensonhurst - bay ridge,Winter 2009-10,2009-12-01,26.54,,Seasonal
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,bensonhurst - bay ridge,Summer 2018,2018-06-01,11.47,,Seasonal
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,coney island - sheepshead bay,Winter 2011-12,2011-12-01,19.46,,Seasonal
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,rockaways,Winter 2011-12,2011-12-01,15.89,,Seasonal
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,southeast queens,Winter 2016-17,2016-12-01,24.02,,Seasonal
171678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,east harlem,Winter 2011-12,2011-12-01,27.76,,Seasonal
171611,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,upper west side,Winter 2009-10,2009-12-01,30.23,,Seasonal
171633,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,bedford stuyvesant - crown heights,Winter 2010-11,2010-12-01,32.21,,Seasonal
172075,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,bedford stuyvesant - crown heights,Summer 2009,2009-06-01,23.2,,Seasonal
171634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,east new york,Winter 2010-11,2010-12-01,30.26,,Seasonal
336639,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,east new york,Winter 2014-15,2014-12-01,24.99,,Seasonal
172071,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,fordham - bronx pk,Summer 2009,2009-06-01,21.15,,Seasonal
336624,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,fordham - bronx pk,Winter 2014-15,2014-12-01,23.33,,Seasonal
172096,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,upper east side-gramercy,Summer 2009,2009-06-01,35.65,,Seasonal
172097,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,chelsea-village,Summer 2009,2009-06-01,35.28,,Seasonal
602688,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,bronx,Summer 2018,2018-06-01,13.62,,Seasonal
667029,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,bronx,Summer 2020,2020-06-01,13.16,,Seasonal
179273,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,bronx,Winter 2009-10,2009-12-01,24.39,,Seasonal
549745,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,bronx,Summer 2017,2017-06-01,14.97,,Seasonal
179284,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,brooklyn,Winter 2011-12,2011-12-01,23.5,,Seasonal
667035,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,brooklyn,Summer 2020,2020-06-01,10.82,,Seasonal
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,east flatbush - flatbush,Summer 2017,2017-06-01,13.75,,Seasonal
549802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,canarsie - flatlands,Summer 2017,2017-06-01,10.26,,Seasonal
175325,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,southwest queens,Winter 2009-10,2009-12-01,26.12,,Seasonal
549864,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,southwest queens,Winter 2016-17,2016-12-01,24.86,,Seasonal
549867,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,jamaica,Winter 2016-17,2016-12-01,24.81,,Seasonal
602808,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,jamaica,Summer 2018,2018-06-01,12.77,,Seasonal
549934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,central harlem - morningside heights,Summer 2017,2017-06-01,18.89,,Seasonal
549936,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,central harlem - morningside heights,Winter 2016-17,2016-12-01,28.51,,Seasonal
172070,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,northeast bronx,Summer 2009,2009-06-01,17.94,,Seasonal
171628,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,northeast bronx,Winter 2010-11,2010-12-01,25.99,,Seasonal
336621,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,northeast bronx,Winter 2014-15,2014-12-01,23.37,,Seasonal
336678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,west queens,Winter 2014-15,2014-12-01,26.21,,Seasonal
171642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,washington heights,Winter 2010-11,2010-12-01,30.54,,Seasonal
213402,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,lower east side and chinatown (cd3),Summer 2014,2014-06-01,21.27,,Seasonal
212422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Summer 2014,2014-06-01,16.43,,Seasonal
643338,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Winter 2018-19,2018-12-01,24.22,,Seasonal
549790,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,east new york,Summer 2017,2017-06-01,13.39,,Seasonal
165863,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,upper west side (cd7),Winter 2010-11,2010-12-01,33.62,,Seasonal
166630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,upper west side (cd7),Summer 2009,2009-06-01,28.43,,Seasonal
336741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,upper west side (cd7),Winter 2014-15,2014-12-01,27.42,,Seasonal
602853,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,sunset park,Summer 2018,2018-06-01,14.4,,Seasonal
549910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,sunset park,Summer 2017,2017-06-01,14.14,,Seasonal
549976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,bayside little neck-fresh meadows,Summer 2017,2017-06-01,13.08,,Seasonal
602919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,bayside little neck-fresh meadows,Summer 2018,2018-06-01,11.98,,Seasonal
602712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,pelham - throgs neck,Summer 2018,2018-06-01,12.84,,Seasonal
667077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,pelham - throgs neck,Summer 2020,2020-06-01,12.14,,Seasonal
175392,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,williamsburg - bushwick,Winter 2011-12,2011-12-01,26.68,,Seasonal
602754,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,williamsburg - bushwick,Summer 2018,2018-06-01,15.84,,Seasonal
212426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,east new york,Summer 2014,2014-06-01,14.16,,Seasonal
336642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,sunset park,Winter 2014-15,2014-12-01,25.37,,Seasonal
336693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,southeast queens,Winter 2014-15,2014-12-01,22.67,,Seasonal
643716,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,rockaway and broad channel (cd14),Winter 2018-19,2018-12-01,13.88,,Seasonal
212437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,upper west side,Summer 2014,2014-06-01,20.87,,Seasonal
643383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,upper west side,Winter 2018-19,2018-12-01,25.25,,Seasonal
165922,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,upper west side (cd7),Winter 2011-12,2011-12-01,28.89,,Seasonal
165804,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,upper west side (cd7),Winter 2009-10,2009-12-01,30.21,,Seasonal
643545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Winter 2018-19,2018-12-01,23.64,,Seasonal
336831,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,coney island (cd13),Winter 2014-15,2014-12-01,23.05,,Seasonal
171602,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,borough park,Winter 2009-10,2009-12-01,28.09,,Seasonal
171670,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,borough park,Winter 2011-12,2011-12-01,23.5,,Seasonal
171672,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,canarsie - flatlands,Winter 2011-12,2011-12-01,20.3,,Seasonal
171685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Winter 2011-12,2011-12-01,22.78,,Seasonal
602901,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Summer 2018,2018-06-01,12.77,,Seasonal
549960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Winter 2016-17,2016-12-01,24.81,,Seasonal
667455,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Summer 2020,2020-06-01,9.35,,Seasonal
171680,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Winter 2011-12,2011-12-01,26.18,,Seasonal
549943,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Summer 2017,2017-06-01,16.21,,Seasonal
549987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Winter 2016-17,2016-12-01,27.47,,Seasonal
667509,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2020,2020-06-01,14.49,,Seasonal
549985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2017,2017-06-01,16.75,,Seasonal
602928,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2018,2018-06-01,15.38,,Seasonal
171638,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,canarsie - flatlands,Winter 2010-11,2010-12-01,26.24,,Seasonal
171651,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Winter 2010-11,2010-12-01,28.44,,Seasonal
172093,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Summer 2009,2009-06-01,18.49,,Seasonal
213454,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Summer 2014,2014-06-01,12.11,,Seasonal
643713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Winter 2018-19,2018-12-01,18.04,,Seasonal
171646,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Winter 2010-11,2010-12-01,31.48,,Seasonal
172088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Summer 2009,2009-06-01,21.87,,Seasonal
549979,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,northern si,Summer 2017,2017-06-01,11.34,,Seasonal
602922,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,northern si,Summer 2018,2018-06-01,10.37,,Seasonal
667497,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,northern si,Summer 2020,2020-06-01,8.64,,Seasonal
549981,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,northern si,Winter 2016-17,2016-12-01,20.47,,Seasonal
549781,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,greenpoint,Summer 2017,2017-06-01,16.36,,Seasonal
602703,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,kingsbridge - riverdale,Summer 2018,2018-06-01,11.69,,Seasonal
175393,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,washington heights,Winter 2011-12,2011-12-01,25.92,,Seasonal
549814,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,washington heights,Summer 2017,2017-06-01,16.69,,Seasonal
549844,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,long island city - astoria,Summer 2017,2017-06-01,16.21,,Seasonal
172083,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,williamsburg - bushwick,Summer 2009,2009-06-01,23.14,,Seasonal
336711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,northern si,Winter 2014-15,2014-12-01,21.77,,Seasonal
643572,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,upper east side (cd8),Winter 2018-19,2018-12-01,26.54,,Seasonal
213411,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,washington heights and inwood (cd12),Summer 2014,2014-06-01,16.63,,Seasonal
643614,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,throgs neck and co-op city (cd10),Winter 2018-19,2018-12-01,19.26,,Seasonal
643620,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,williamsbridge and baychester (cd12),Winter 2018-19,2018-12-01,18.66,,Seasonal
213453,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,jamaica and hollis (cd12),Summer 2014,2014-06-01,13.55,,Seasonal
212423,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,greenpoint,Summer 2014,2014-06-01,17.27,,Seasonal
643341,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,greenpoint,Winter 2018-19,2018-12-01,26.69,,Seasonal
336519,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Winter 2014-15,2014-12-01,26.39,,Seasonal
175890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2009,2009-06-01,22.28,,Seasonal
336504,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,crotona -tremont,Winter 2014-15,2014-12-01,25.56,,Seasonal
602730,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Summer 2018,2018-06-01,14.02,,Seasonal
549787,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Summer 2017,2017-06-01,15.17,,Seasonal
175386,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Winter 2011-12,2011-12-01,24.12,,Seasonal
165874,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,belmont and east tremont (cd6),Winter 2010-11,2010-12-01,30.22,,Seasonal
171625,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,southern si,Winter 2009-10,2009-12-01,17.87,,Seasonal
549795,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Winter 2016-17,2016-12-01,24.33,,Seasonal
667125,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2020,2020-06-01,11.77,,Seasonal
175377,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,fordham - bronx pk,Winter 2011-12,2011-12-01,23.32,,Seasonal
549850,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,flushing - clearview,Summer 2017,2017-06-01,13.95,,Seasonal
166641,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,belmont and east tremont (cd6),Summer 2009,2009-06-01,23.88,,Seasonal
212438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,upper east side,Summer 2014,2014-06-01,23.49,,Seasonal
171659,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,southern si,Winter 2010-11,2010-12-01,21.82,,Seasonal
550000,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,clinton and chelsea (cd4),Summer 2017,2017-06-01,23.8,,Seasonal
165815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,belmont and east tremont (cd6),Winter 2009-10,2009-12-01,26.34,,Seasonal
165933,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,belmont and east tremont (cd6),Winter 2011-12,2011-12-01,25.3,,Seasonal
667623,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,belmont and east tremont (cd6),Summer 2020,2020-06-01,14.19,,Seasonal
175353,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Winter 2010-11,2010-12-01,32.92,,Seasonal
175899,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2009,2009-06-01,26.42,,Seasonal
175912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Summer 2009,2009-06-01,19.35,,Seasonal
175366,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Winter 2010-11,2010-12-01,29.4,,Seasonal
171603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Winter 2009-10,2009-12-01,28.06,,Seasonal
549916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Summer 2017,2017-06-01,13.75,,Seasonal
602859,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Summer 2018,2018-06-01,12.34,,Seasonal
667371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Summer 2020,2020-06-01,10.66,,Seasonal
549955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,southwest queens,Summer 2017,2017-06-01,13.34,,Seasonal
549763,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,northeast bronx,Summer 2017,2017-06-01,14.37,,Seasonal
602706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,northeast bronx,Summer 2018,2018-06-01,13.05,,Seasonal
175394,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,central harlem - morningside heights,Winter 2011-12,2011-12-01,28.09,,Seasonal
171637,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Winter 2010-11,2010-12-01,30.47,,Seasonal
172079,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,east flatbush - flatbush,Summer 2009,2009-06-01,21.39,,Seasonal
212449,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Summer 2014,2014-06-01,14.13,,Seasonal
643419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Winter 2018-19,2018-12-01,20.31,,Seasonal
602982,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,fordham and university heights (cd5),Summer 2018,2018-06-01,15.93,,Seasonal
175352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,central harlem - morningside heights,Winter 2010-11,2010-12-01,33.16,,Seasonal
175902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,chelsea - clinton,Summer 2009,2009-06-01,37.13,,Seasonal
336561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,chelsea - clinton,Winter 2014-15,2014-12-01,32.14,,Seasonal
